评论,标签,得分
配色好希儿，然后背景感觉好简单啊，感觉是立绘最简单的了,positive (stars 4 and 5),0.9709945321083069
哇，好看好看好看,positive (stars 4 and 5),0.9262484312057495
物理、虚无,"negative (stars 1, 2 and 3)",0.94474858045578
素裳厨狂喜,positive (stars 4 and 5),0.9843395948410034
希儿素裳雷神灵砂四合一,positive (stars 4 and 5),0.9142124056816101
大家不说都没发现日文cv是石见舞菜香（）,positive (stars 4 and 5),0.5416975617408752
拼好人,positive (stars 4 and 5),0.8007672429084778
为什么海瑟音会穿着希儿的衣服啊！,positive (stars 4 and 5),0.655565083026886
大 v 老师好耶,positive (stars 4 and 5),0.9671758413314819
不是，哥们？这么好看的吗？,"negative (stars 1, 2 and 3)",0.6923204064369202
蕾耶拉,positive (stars 4 and 5),0.8768054246902466
就这一个角色吗？,"negative (stars 1, 2 and 3)",0.8800711631774902
瑟瑟，诶嘿嘿，瑟瑟,positive (stars 4 and 5),0.7142941355705261
看来得重新考虑计划了（攒了一百多抽，打算整个0+0呆毛王和0+1白厄）,positive (stars 4 and 5),0.8239691257476807
海瑟音绑白厄吗,positive (stars 4 and 5),0.733313262462616
超级拼装吗？有点意思哈,positive (stars 4 and 5),0.8793713450431824
这介绍，我们不会回到过去了吧，而且海瑟音怎么好像认识我们,positive (stars 4 and 5),0.6944026947021484
欢迎dot女子,positive (stars 4 and 5),0.8434640765190125
冷知识：翁法罗斯版本还未上线新的四星角色,positive (stars 4 and 5),0.9780137538909912
dot队未来可期！一个大版本一个队友，等4.X版本，dot玩家只需等待,positive (stars 4 and 5),0.9367245435714722
怎么长的人山人海的,"negative (stars 1, 2 and 3)",0.8038644790649414
物理希儿,positive (stars 4 and 5),0.8014215230941772
姐姐，想听你拉小提琴,positive (stars 4 and 5),0.915001630783081
怎么感觉没有pv里面好看啊，元素太杂了,positive (stars 4 and 5),0.6970100402832031
可以辅助黄泉么 不能不抽,positive (stars 4 and 5),0.8893224000930786
看到像素裳的时候，顿时开始怀疑会不会她也不太聪明,positive (stars 4 and 5),0.5971274971961975
什么时候才能独立建模，不搞独立建模，后面的角色都没啥代入感了，全是以前角色的影子,"negative (stars 1, 2 and 3)",0.6565103530883789
我突然发现，像灵砂的姿势，希儿的衣服，阮梅的头发，黑天鹅的丝袜，不知道记错没有,positive (stars 4 and 5),0.5025060772895813
不觉得像赛琳娜吗,"negative (stars 1, 2 and 3)",0.7878546118736267
？有点丑。,"negative (stars 1, 2 and 3)",0.7429431676864624
猫猫的售后,"negative (stars 1, 2 and 3)",0.7340157628059387
有点像素裳喔,"negative (stars 1, 2 and 3)",0.5066258311271667
黑袖套……enmm……kuo依kuo依……行家啊,positive (stars 4 and 5),0.759385883808136
这不是李素裳吗,"negative (stars 1, 2 and 3)",0.9136444330215454
究竟要多高的强度才能带动dot队,positive (stars 4 and 5),0.9772875308990479
物理虚无？这是要完善dot队了？,"negative (stars 1, 2 and 3)",0.815553605556488
哇，和瑞希是一个cv,positive (stars 4 and 5),0.7303131222724915
素裳穿着希儿的衣服，摆着灵砂的姿势，露出阮梅的表情,positive (stars 4 and 5),0.9914006590843201
所以这也算是李素裳的同位体？,positive (stars 4 and 5),0.9600207805633545
可以瑟瑟吗,positive (stars 4 and 5),0.6922314167022705
似曾相识的感觉，不知道是哪位故人,positive (stars 4 and 5),0.7365647554397583
懂了，华不方便下场了，只能让弟子代为出场,positive (stars 4 and 5),0.6716299653053284
这还瑟音是主C吗,"negative (stars 1, 2 and 3)",0.9335503578186035
我怎么觉得长得像后崩芽衣啊？,"negative (stars 1, 2 and 3)",0.7120447158813477
第一眼以为素裳出皮肤了,positive (stars 4 and 5),0.6898993253707886
是大v老师,positive (stars 4 and 5),0.8617545366287231
感觉少了一点的“冷酷”和英气。（形容得不好，就是感觉和之前给我的印象形成了比较大的差异）,positive (stars 4 and 5),0.8037029504776001
珊瑚宫的背景+素裳穿了希儿的衣服,positive (stars 4 and 5),0.9169233441352844
希儿+阮梅+大黑塔？？＝海瑟音？？？,positive (stars 4 and 5),0.916441023349762
只放了这一个？,"negative (stars 1, 2 and 3)",0.7104063034057617
角色刀完没角色刀所以又来一个是吗,positive (stars 4 and 5),0.5144646167755127
别装了李大枕头，我知道是你,"negative (stars 1, 2 and 3)",0.589523434638977
这个更像吧,positive (stars 4 and 5),0.793117880821228
唔……像柯罗伊呢,"negative (stars 1, 2 and 3)",0.6673004031181335
对不已小白，本来想给你抽2+1但是计划有变,positive (stars 4 and 5),0.7753071784973145
可惜我不玩DOT。。不然这么漂亮的角色真想要,positive (stars 4 and 5),0.9677873849868774
天外的英雄，那就是三月了,positive (stars 4 and 5),0.9471944570541382
怎么是素裳脸，我一直以为是伊甸呢。,"negative (stars 1, 2 and 3)",0.7643237113952637
这动作，是有问题的吧,"negative (stars 1, 2 and 3)",0.854396641254425
这是什么立绘，跟PV里面差得太远了吧。,"negative (stars 1, 2 and 3)",0.9710958003997803
灰色的小鱼苗……,"negative (stars 1, 2 and 3)",0.5120450258255005
什么时候出四星,positive (stars 4 and 5),0.7838261723518372
Dot有寒腿叔叔，“出手”忆者以及妈，现在加入大姐姐,positive (stars 4 and 5),0.6435337066650391
没有别的衣服配色了吗，牢米,"negative (stars 1, 2 and 3)",0.7598710060119629
不懂就问，为什么丝袜是破的，小姐姐这么穷的吗,"negative (stars 1, 2 and 3)",0.8420721292495728
小腿套靴子真受不了，加上袜子都把腿分成三节了,"negative (stars 1, 2 and 3)",0.9036511182785034
这么漂亮的杀神,positive (stars 4 and 5),0.9600136876106262
海瑟音，好涩,"negative (stars 1, 2 and 3)",0.5205913186073303
不可以瑟瑟,positive (stars 4 and 5),0.6314151883125305
希儿 what r u doin here？💅,positive (stars 4 and 5),0.9549182057380676
这也太漂亮了吧。,positive (stars 4 and 5),0.8203896284103394
李希砂小姐，你肥皂掉了,"negative (stars 1, 2 and 3)",0.5479918718338013
所以她是怎么来的？从窝心的大杯子里爬出来的？,"negative (stars 1, 2 and 3)",0.7408376932144165
墓志铭是什么,"negative (stars 1, 2 and 3)",0.5900704264640808
那个版本出,positive (stars 4 and 5),0.9249640107154846
有点像崩三的素裳,"negative (stars 1, 2 and 3)",0.7965280413627625
她腿环呢！,"negative (stars 1, 2 and 3)",0.6563330292701721
"我们海六万/杀神出了！！！
所以女皇大人什么时候生！急急急！",positive (stars 4 and 5),0.6702136993408203
我超！！老婆！！！,positive (stars 4 and 5),0.7351183891296387
好素,positive (stars 4 and 5),0.980256199836731
"你为什么要用dot队打高速怪？你不知道怪多动会导致奥迹叠不起来嘛？
你为什么要用dot队打低速怪？你不知道怪少动会少触发很多dot伤害嘛？",positive (stars 4 and 5),0.5806530117988586
立绘对不上我电波啊，还是等后面看看是什么杯吧,"negative (stars 1, 2 and 3)",0.7854641079902649
素裳的脸，希儿的衣服，黑天鹅的黑丝，镜流的体型，灵砂的姿势，拼好人,positive (stars 4 and 5),0.932992160320282
塞西莉亚大人的cv！,positive (stars 4 and 5),0.9701099991798401
这是谁,"negative (stars 1, 2 and 3)",0.8780608773231506
0+0卡芙卡，1+0黑天鹅，还需要投资dot队吗,positive (stars 4 and 5),0.7653670310974121
这背景图跟白露的好像,"negative (stars 1, 2 and 3)",0.6751335263252258
byd，在外面看还以为是0砂二创,"negative (stars 1, 2 and 3)",0.8240271806716919
总感觉这个衣服有点像希儿的……还有点像李素裳……她俩结合体吧……！,positive (stars 4 and 5),0.7054259777069092
这不是李素裳？,"negative (stars 1, 2 and 3)",0.8985131978988647
素裳的脸和希儿的衣服？,"negative (stars 1, 2 and 3)",0.500829815864563
真的好像小美人鱼,positive (stars 4 and 5),0.6651269793510437
第一眼，海瑟音？第二眼，希儿下海了？第三眼，素裳抢了希儿的衣服下海了？,positive (stars 4 and 5),0.9357272982597351
居然是物理虚无吗？,"negative (stars 1, 2 and 3)",0.8937782645225525
是不是李大枕头抢了希儿的衣服,positive (stars 4 and 5),0.5418307781219482
老婆,positive (stars 4 and 5),0.9207437634468079
能不能和黑天鹅、卡夫卡组队，是奶吗？,positive (stars 4 and 5),0.6251446008682251
灵砂，刻晴，甘雨，素裳,positive (stars 4 and 5),0.9165451526641846
好看,positive (stars 4 and 5),0.9314268231391907
为什么是希儿的配色,positive (stars 4 and 5),0.5089725852012634
李素裳的头，希儿的衣服，黑天鹅的手套，黑塔的腿，刃的头发，白露的背景，灵砂的灵魂,positive (stars 4 and 5),0.9838973879814148
厉害吗这个,positive (stars 4 and 5),0.7558807134628296
物理,positive (stars 4 and 5),0.7709079384803772
既视感,positive (stars 4 and 5),0.7997041940689087
这丝袜怎么有个洞啊,"negative (stars 1, 2 and 3)",0.9045392870903015
希望能改改脸模,positive (stars 4 and 5),0.684671938419342
好像灵砂啊,positive (stars 4 and 5),0.5068469047546387
明天是不是要公布刻律德菈了,positive (stars 4 and 5),0.6575469970703125
衣服怎么这么像希尔啊,"negative (stars 1, 2 and 3)",0.7746516466140747
这下不得不抽了...,"negative (stars 1, 2 and 3)",0.6817529797554016
你也拼好人啊,"negative (stars 1, 2 and 3)",0.6344290971755981
如此背景，把人换成心海都不违和,"negative (stars 1, 2 and 3)",0.9126164317131042
其实她是丹恒走出了一步，化身女装,positive (stars 4 and 5),0.8859378695487976
我们是不是终于要进入二周目了,positive (stars 4 and 5),0.8850462436676025
哇呜,positive (stars 4 and 5),0.6580619812011719
有破洞的黑丝,"negative (stars 1, 2 and 3)",0.8886582851409912
衣服有点像镜流音乐会的衣服,"negative (stars 1, 2 and 3)",0.6052831411361694
怪怪的感觉,"negative (stars 1, 2 and 3)",0.724871814250946
据说海瑟音一敌六万，鲜血染红了裙角。是不是她杀得都是普通人啊？毕竟众所周知翁星是个能打的血都是黄色的。,positive (stars 4 and 5),0.8730628490447998
我是小鱼苗，最喜欢躺在海洋的怀里,positive (stars 4 and 5),0.9667423367500305
物理啊，裂伤确实是最高贵的dot，卡韧性条物理击破也牛逼，难道dot的春天真的要来了？,positive (stars 4 and 5),0.5981927514076233
这不是灵纱的换色吗？拼好崩太难绷了,"negative (stars 1, 2 and 3)",0.9395320415496826
我又有新称呼了 一开始起名“黎灰”在这版本过剧情真的有代入感 小灰毛 灰宝 灰子 灰色的小鱼苗,positive (stars 4 and 5),0.9642836451530457
下赛季准备打复活赛了吗,positive (stars 4 and 5),0.8924124836921692
到底哪里像李素裳啊,"negative (stars 1, 2 and 3)",0.8084245920181274
你可以在崩坏里玩到崩坏,positive (stars 4 and 5),0.6192754507064819
美工江郎才尽了吗，这元素真有点缝多了,positive (stars 4 and 5),0.5406901836395264
希儿+素裳＝海瑟音？,positive (stars 4 and 5),0.9375292658805847
希儿和素裳生的闺女吗,positive (stars 4 and 5),0.9243663549423218
两个同位体？,"negative (stars 1, 2 and 3)",0.6602380275726318
所以只有这一个吗？是单up吗？,"negative (stars 1, 2 and 3)",0.5904563665390015
老米什么时候出4星啊？已经快一年没有出了，因为四星老狗吗？,"negative (stars 1, 2 and 3)",0.505075216293335
坏了，这个配色让我有了不好的预感,"negative (stars 1, 2 and 3)",0.8143037557601929
虚无命途……我就想知道还有多少人用虚无主C,"negative (stars 1, 2 and 3)",0.7491705417633057
抽卡时运气好的人也能把她气死因为欧克瑟,positive (stars 4 and 5),0.6087771058082581
小李子，你为什么穿着希儿的衣服，摆着灵砂的姿势，用着白露的背景？,positive (stars 4 and 5),0.542915940284729
兄弟们，如果不考虑强度，不考虑dot体系（入坑晚，没有），值得抽吗？,positive (stars 4 and 5),0.5315045118331909
灵纱换了套衣服重新登场〔狗头〕,positive (stars 4 and 5),0.8646940588951111
那天晚上素裳和希儿都喝醉了于是。。。,positive (stars 4 and 5),0.6376297473907471
请问你是什么辅助吗？,"negative (stars 1, 2 and 3)",0.7818049788475037
dot女子是不会输的，不错哦,positive (stars 4 and 5),0.9536712765693665
我不中了，好美，但是，啊，我还要抽救世主啊,positive (stars 4 and 5),0.7418217658996582
如果以现在这个运气未来的卡池跳过月卡不断能搞个2＋1或者是0＋1吗？,positive (stars 4 and 5),0.5267905592918396
杀神终于曝出来了！,positive (stars 4 and 5),0.7036627531051636
和我想的差别有点大,"negative (stars 1, 2 and 3)",0.8427523970603943
白厄！跳过！,positive (stars 4 and 5),0.7976009249687195
物理~嘶~虚无~嘶~,"negative (stars 1, 2 and 3)",0.927137017250061
粗看一眼看错，还以为她满身的纹身,positive (stars 4 and 5),0.523612380027771
居然是活人,"negative (stars 1, 2 and 3)",0.8646396994590759
好家伙，黑丝还是破的,"negative (stars 1, 2 and 3)",0.8528122901916504
李素裳跑到贝洛伯格接走希儿衣服然后来到翁法罗斯成为黄金裔参与轮回,positive (stars 4 and 5),0.9405812621116638
我观海瑟音有大帝之资，未来可期！假以时日，风光无限，一举成名，天下无敌！,positive (stars 4 and 5),0.9788591861724854
如果是物理dot手怕是有点恐怖了,positive (stars 4 and 5),0.6144352555274963
没玩过崩3，但这个立绘真emmm,positive (stars 4 and 5),0.8671464323997498
能跟卡妈组队就必抽,positive (stars 4 and 5),0.7336560487747192
我以为海瑟音会穿礼服,"negative (stars 1, 2 and 3)",0.6636431217193604
展示下杀神战绩,positive (stars 4 and 5),0.991797924041748
dot队未来可期！,positive (stars 4 and 5),0.8051102757453918
她的丝袜是……破的！,"negative (stars 1, 2 and 3)",0.920128583908081
又一个T0级别的美少女,positive (stars 4 and 5),0.9850850701332092
第一眼以为二创图,"negative (stars 1, 2 and 3)",0.6755133271217346
介绍一下，我老婆,positive (stars 4 and 5),0.9175975322723389
太好了，是天动大剑，我们有救了,positive (stars 4 and 5),0.9622258543968201
虚无Dot最后一舞,"negative (stars 1, 2 and 3)",0.8019954562187195
愿欢宴无休,positive (stars 4 and 5),0.7901167869567871
灵砂，别以为你换1套衣服，我就不认识你,"negative (stars 1, 2 and 3)",0.885208010673523
请与我一同，回归海的拥抱,positive (stars 4 and 5),0.8568092584609985
为什么会有点中式的感jio？,positive (stars 4 and 5),0.6627806425094604
缝合人,"negative (stars 1, 2 and 3)",0.6693812608718872
我去，融合精灵,"negative (stars 1, 2 and 3)",0.5428885817527771
她叫我小鱼苗欸！我是不是会有尾巴？,positive (stars 4 and 5),0.6717543005943298
？这张脸,"negative (stars 1, 2 and 3)",0.7004472017288208
崩三素裳,positive (stars 4 and 5),0.8737967610359192
我还以为是崩崩柯萝伊那种气质，也挺好看的，就是有点落差,positive (stars 4 and 5),0.71724534034729
李大枕头，你怎么抢了希儿的衣服还学灵砂摆动作,"negative (stars 1, 2 and 3)",0.6323229074478149
为啥我觉得更像火星传奇重女呢,positive (stars 4 and 5),0.7905014157295227
第一眼觉得是素裳,positive (stars 4 and 5),0.5805003643035889
主c副c辅助？,positive (stars 4 and 5),0.9783729910850525
计划有变！,positive (stars 4 and 5),0.8948323726654053
拼好图,positive (stars 4 and 5),0.8661772608757019
灵纱。蓝色版,positive (stars 4 and 5),0.9606701135635376
她的裙子和希儿好像。,positive (stars 4 and 5),0.8867198824882507
脸上是不是有鳞片啥的？被头发挡住了但是不像阴影,positive (stars 4 and 5),0.6978403925895691
神秘的dot队又舔一员,positive (stars 4 and 5),0.9839534759521484
好好好，评论区崩三老登还不少,positive (stars 4 and 5),0.9049602746963501
会玩乐器、爱搞宴会（多半还是个富婆）、与大海有关，你是…？,positive (stars 4 and 5),0.6719973087310791
好像李素裳啊,positive (stars 4 and 5),0.5472678542137146
好看,positive (stars 4 and 5),0.9314268231391907
灵砂？,positive (stars 4 and 5),0.9169977307319641
因为是海瑟音，所以人山人海，很合理吧,positive (stars 4 and 5),0.9787566661834717
？李素裳？,positive (stars 4 and 5),0.9587731957435608
物理C你崛起吧,"negative (stars 1, 2 and 3)",0.5073403716087341
那一夜，希儿，素裳和灵砂喝醉了,positive (stars 4 and 5),0.5204980969429016
不是，文本不是说他没了吗？难不成咱们穿越过去？,"negative (stars 1, 2 and 3)",0.5179833173751831
就是有没有一种可能，海瑟音是用来加强黄泉的。或者上线以后，发现和卡黑组一队，还是不如和黄泉组一队带了的收益大。,positive (stars 4 and 5),0.9583386182785034
素裳的头发后崩芽衣的脸灵砂的姿势希儿的配色,positive (stars 4 and 5),0.9840497374534607
“我们dot女孩永不服输”这句话实锤了,positive (stars 4 and 5),0.8995949029922485
原以为会像伊甸我的好伊甸的 没想到是评论区说的大杂烩吗,"negative (stars 1, 2 and 3)",0.8373063206672668
这是希儿的增强方案吗,positive (stars 4 and 5),0.6375340223312378
李大枕头穿了希儿色系的衣服😂,"negative (stars 1, 2 and 3)",0.5516728162765503
好看，但是不惊艳,positive (stars 4 and 5),0.7274786233901978
海浪，骑士统领…原来你也是“浪花骑士”,positive (stars 4 and 5),0.7297929525375366
刻律德拉 预警,positive (stars 4 and 5),0.7152904868125916
素裳穿了希儿的衣服,positive (stars 4 and 5),0.7607685327529907
李。。大枕头？！,positive (stars 4 and 5),0.8146510720252991
我还以为是素裳新衣服呢,"negative (stars 1, 2 and 3)",0.855790376663208
呃《形若鬼魅》,positive (stars 4 and 5),0.7593646049499512
素裳的脸+希儿的下半衣服+黑天鹅的腿,positive (stars 4 and 5),0.632532000541687
隔壁李大枕头吗,"negative (stars 1, 2 and 3)",0.5713069438934326
"这下坐实了
3.3以前 翁法洛斯:无限战争 
拼尽全力无法战胜 bad end 
3.4以后 翁法洛斯:终局之战 
穿越时空集齐十二位黄金裔 扭转结局 happy end",positive (stars 4 and 5),0.9897760152816772
莫西莫西？,positive (stars 4 and 5),0.8900952339172363
dot队你崛起吧😭😭😭😭,positive (stars 4 and 5),0.6872187256813049
这`是dot还是遐蝶售后?,"negative (stars 1, 2 and 3)",0.8426865935325623
脸颊上是不是有鳞片,"negative (stars 1, 2 and 3)",0.6622111797332764
你是说，这么一个慵懒大姐姐，一战一剑灭杀六万人？,positive (stars 4 and 5),0.6343122124671936
"哟西,花姑娘",positive (stars 4 and 5),0.6564114093780518
有点芽衣的感觉,positive (stars 4 and 5),0.6237327456474304
素裳的脸阮梅的发黑塔的衣,positive (stars 4 and 5),0.7586238384246826
穿希儿衣服的李素裳,positive (stars 4 and 5),0.8528103232383728
黄泉队友来了吗,positive (stars 4 and 5),0.7508166432380676
是智慧，云骑军李素裳加了智慧,positive (stars 4 and 5),0.983281672000885
丝袜破洞好评,positive (stars 4 and 5),0.9074773192405701
抽,"negative (stars 1, 2 and 3)",0.6025729775428772
既然是虚无，有没有可能拐黄泉，还是专门针对dot补强的？,"negative (stars 1, 2 and 3)",0.8009131550788879
我说怎么那么能砍，原来是翁法罗斯李素裳）,positive (stars 4 and 5),0.6630122065544128
有复活赛？,positive (stars 4 and 5),0.6086803674697876
"素裳:我来组成头部
希儿:我来组成身体
……",positive (stars 4 and 5),0.9674198627471924
小李子,positive (stars 4 and 5),0.9312133193016052
"这真得是那个一战杀敌六万的海瑟音？！
",positive (stars 4 and 5),0.8794953227043152
柯罗伊是你吗？柯洛伊？,positive (stars 4 and 5),0.8088293075561523
没点进来之前，还以为是饮月君穿黑丝呢,"negative (stars 1, 2 and 3)",0.7300727367401123
虚素裳！,positive (stars 4 and 5),0.5803090333938599
"我的小鱼你醒了，还认识早晨吗？
昨夜你曾经说，愿夜幕永不开启。
你的香腮边轻轻滑落的，
是你的泪，还是我的泪？
初吻吻别的那个季节，
不是已经哭过了吗？",positive (stars 4 and 5),0.6690347790718079
灵砂+素裳+希尔,positive (stars 4 and 5),0.9209314584732056
李素裳，符华，希尔，灵砂,positive (stars 4 and 5),0.9423379898071289
这不是大枕头吗？,"negative (stars 1, 2 and 3)",0.9367848038673401
素裳，快把希儿的衣服还给人家,positive (stars 4 and 5),0.6540067195892334
有点像李素裳,positive (stars 4 and 5),0.5971139073371887
那明天就是刻律德拉想立绘了吧,positive (stars 4 and 5),0.7312328219413757
那明天就是刻律德拉想立绘了吧 期待,positive (stars 4 and 5),0.8448894023895264
逆天缝合怪,"negative (stars 1, 2 and 3)",0.896684467792511
素裳的脸，希儿的衣服，黑天鹅的黑丝，镜流的体型，灵砂的姿势再加上白鹿的背景&gt;ᴗoಣ,positive (stars 4 and 5),0.9906186461448669
计划有变，打赢复活赛的强度肯定不差,positive (stars 4 and 5),0.9871253371238708
这衣服好像希尔,"negative (stars 1, 2 and 3)",0.7119559645652771
好漂亮,positive (stars 4 and 5),0.9621503353118896
问题来了，遐蝶不是说海瑟音寄了吗，所以翁瓦罗斯是世界毁灭又重启了，还是全部活过来全员幸终,positive (stars 4 and 5),0.5912926197052002
我先来，换皮灵砂,"negative (stars 1, 2 and 3)",0.5610893368721008
这立绘敷衍成啥样了，敢自己看以前角色的立绘吗,"negative (stars 1, 2 and 3)",0.948194146156311
咱就是说，美术老师不能换一个吗,"negative (stars 1, 2 and 3)",0.8420709371566772
这么说吧 走性感路线的 强度一定被外观占模 但是如果是走纯美风路线的 绝对强,positive (stars 4 and 5),0.8790150880813599
我撕的,"negative (stars 1, 2 and 3)",0.7654492855072021
海……海问香姐姐？,positive (stars 4 and 5),0.856204092502594
啊？素裳？,positive (stars 4 and 5),0.6319621205329895
这不是阮梅的脸吗？,"negative (stars 1, 2 and 3)",0.8977155685424805
省流: 不够涩，不抽,"negative (stars 1, 2 and 3)",0.6792610883712769
姐们，你怎么看起来人山人海的，没有记忆点。,positive (stars 4 and 5),0.5261289477348328
这姿势感觉不太自然（看久了腰疼），能修吗,positive (stars 4 and 5),0.6728822588920593
物理虚无!我们牢dot终于要站起来了吗!,"negative (stars 1, 2 and 3)",0.757952868938446
海瑟因……最近在玩天国，感觉好中欧的名字😋👍,positive (stars 4 and 5),0.9892542362213135
教练，来我这里带队吧，我需要你,positive (stars 4 and 5),0.9463552832603455
六万敌,positive (stars 4 and 5),0.8981359601020813
直说吧，素裳你多久上线,positive (stars 4 and 5),0.596842348575592
我嘞个究极拼多多立绘,positive (stars 4 and 5),0.7298380732536316
还以为灵砂新皮肤,"negative (stars 1, 2 and 3)",0.8799900412559509
缝合完了哥们,"negative (stars 1, 2 and 3)",0.8883951306343079
我们找一下其他的细节，背景上的鱼不觉得有点熟悉吗,positive (stars 4 and 5),0.8296631574630737
素裳同位体？,positive (stars 4 and 5),0.842396080493927
素裳穿了希儿的衣服，还撞脸了灵砂,"negative (stars 1, 2 and 3)",0.832194983959198
海瑟音，人称小素裳,positive (stars 4 and 5),0.9772971868515015
我突然就不想抽白厄了,positive (stars 4 and 5),0.633122444152832
为什么我第一眼是天降青梅赛琳娜，我还有救吗,positive (stars 4 and 5),0.5217711925506592
希儿的衣服吗这是,"negative (stars 1, 2 and 3)",0.7277753949165344
李素裳？,positive (stars 4 and 5),0.9587731957435608
所以我出手了🥰👋👋👋💪💪💪✊️✊️✊️,positive (stars 4 and 5),0.652236819267273
嗯？李大枕头,positive (stars 4 and 5),0.7063214778900146
海列屈拉，emmmm…………这第三个字应该念qu吗？念qu感觉读不通啊，好拗口啊😓，但是她的英文名发的应该是ke的音，呃…………搞不懂,positive (stars 4 and 5),0.8586468696594238
长得像素裳，对上xp了,"negative (stars 1, 2 and 3)",0.8190860152244568
不是，怎么和贝洛伯格的希儿那么像,"negative (stars 1, 2 and 3)",0.5739831328392029
希瑟音🤓👆,positive (stars 4 and 5),0.9475210905075073
缝的有点多了,"negative (stars 1, 2 and 3)",0.5240756869316101
为什么这么美啊！,positive (stars 4 and 5),0.968779444694519
深渊配色，一眼强,positive (stars 4 and 5),0.9713401198387146
李素裳？,positive (stars 4 and 5),0.9587731957435608
灵砂+花火+希尔+黑天鹅？,positive (stars 4 and 5),0.9100205898284912
小提琴呢,"negative (stars 1, 2 and 3)",0.566623330116272
小黑鱼,positive (stars 4 and 5),0.8952324986457825
安理应该是伊甸的同位体，但是感觉是很随和的大姐姐，不像一场战役嘎掉对面6万的女杀神,positive (stars 4 and 5),0.9396029710769653
嗯，这么一对比,"negative (stars 1, 2 and 3)",0.5297186374664307
想把她的袜子缝一下,positive (stars 4 and 5),0.617744505405426
日配也是安柏和派派的cv，石见总算米家三通了。还是首位五星角色，前两个都是四星。而且这次的角色光看立绘也明显和安柏，派派不是一个人设。声线上会不会接近转天的女王呢？说起来我本来还以为石见会配石心十人里那位琥珀的，毕竟安柏也是琥珀,positive (stars 4 and 5),0.8870048522949219
我的天，我的天，我的天，新老婆！,positive (stars 4 and 5),0.6269566416740417
我勒个拼好音，但是乍一看还挺好看的，可惜没有dot队,positive (stars 4 and 5),0.641912579536438
海瑟音脸上有鳞片!,"negative (stars 1, 2 and 3)",0.6516320109367371
这不就是素裳，老米又偷懒了,"negative (stars 1, 2 and 3)",0.7316617965698242
欧雷娃塔马西！融合休扛，一袋哟！！！海瑟音！清洗「海洋」火种的黄金裔！,positive (stars 4 and 5),0.8964362144470215
幻视希儿的衣服加阮梅的脸，但那破洞黑丝我喜欢,positive (stars 4 and 5),0.6727469563484192
珊瑚宫素裳,positive (stars 4 and 5),0.894818902015686
李素裳+希儿+灵砂=海瑟音,positive (stars 4 and 5),0.9577025771141052
虚无啊，可惜了，不看好，别又是一个花瓶,"negative (stars 1, 2 and 3)",0.5745430588722229
第一眼一股素裳味，但是神情又有点像后崩芽衣,positive (stars 4 and 5),0.816765546798706
有点像蕾耶拉，又有点像李素裳，衣服像希儿的,"negative (stars 1, 2 and 3)",0.5196356177330017
破案了海瑟音住海祇岛上的,positive (stars 4 and 5),0.552266001701355
希望是个dot生存位 那dot四属性完整了 如果是个大c那说明不想让队伍成型,positive (stars 4 and 5),0.9159501791000366
亮点：破洞丝袜,"negative (stars 1, 2 and 3)",0.8967797756195068
只需等待二命烈毒,"negative (stars 1, 2 and 3)",0.5676982402801514
素裳的脸，白露的背景，希儿的衣服，灵砂的姿势,positive (stars 4 and 5),0.9871311783790588
论崩铁到现在有没有出过四星角色,positive (stars 4 and 5),0.5063481330871582
重复感拉满,positive (stars 4 and 5),0.5120258331298828
你知道的，到目前为止dot队在这个游戏里面是用来搞笑的,positive (stars 4 and 5),0.6473471522331238
谁把她丝袜整破了。。,"negative (stars 1, 2 and 3)",0.9088690876960754
第一眼以为裳裳新皮肤,"negative (stars 1, 2 and 3)",0.5596713423728943
物理虚无,"negative (stars 1, 2 and 3)",0.94474858045578
这位姐姐的出现是不是意味着3.5版本可以去白天时的海洋城邦？,positive (stars 4 and 5),0.9330030679702759
？之前爆出来的草图就觉得不对劲，这tm不是素裳吗,"negative (stars 1, 2 and 3)",0.6013867855072021
居然是紫色系的吗？我还以为会是蓝色系的，话说五星dot好像都是紫色系的诶,positive (stars 4 and 5),0.6315890550613403
李素裳是你吗李素裳,positive (stars 4 and 5),0.7537683248519897
这何尝又不是一种得李砂,"negative (stars 1, 2 and 3)",0.6470611691474915
素裳是你吗,positive (stars 4 and 5),0.5730237364768982
迫不及待想看她被刀了,positive (stars 4 and 5),0.9877343773841858
如果不能带卡芙卡和黑天鹅一起玩，我是没动力在补强了,"negative (stars 1, 2 and 3)",0.5422138571739197
灵砂？李素裳？,positive (stars 4 and 5),0.9326577186584473
这给怪加血都抽,"negative (stars 1, 2 and 3)",0.9455386400222778
太好了，我要抽,"negative (stars 1, 2 and 3)",0.7726602554321289
dot队要崛起了吗,positive (stars 4 and 5),0.879509687423706
是我网络不好，看不到主页没有这个帖子，可是别的软件都能看到？,"negative (stars 1, 2 and 3)",0.6764739751815796
好的，接下来让我期待一下明天会是谁,positive (stars 4 and 5),0.9219282865524292
想抽,"negative (stars 1, 2 and 3)",0.9269677996635437
胳膊上是凉袖么,"negative (stars 1, 2 and 3)",0.8795167207717896
所以说就一个吗，那对我钱包来说还算好,positive (stars 4 and 5),0.5644323825836182
不是召唤流dot？,"negative (stars 1, 2 and 3)",0.864456057548523
灵砂+希儿,positive (stars 4 and 5),0.9496355056762695
海瑟音是个好姐姐！🥰,positive (stars 4 and 5),0.9692126512527466
